Time (s),Evaporator Position 1 (°C),Evaporator Position 2 (°C),Evaporator Position 3 (°C),Condenser Position 1 (°C),Condenser Position 2 (°C),Condenser Position 3 (°C),Condenser Position 4 (°C)
3811.5,106.2623,105.2224,104.4565,102.4017,102.2097,101.7645,100.232
3812,106.2708,105.2223,104.4886,102.344,102.2264,101.5568,99.96476
3812.5,106.2423,105.2441,104.4812,102.3169,102.2016,101.7018,99.95218
3813,106.2803,105.2337,104.4835,102.3978,102.1195,101.7269,100.107
3813.5,106.2837,105.2357,104.4992,102.3641,102.1844,101.6551,100.0492
3814,106.2946,105.2158,104.5174,102.3147,102.1359,101.8573,100.0074
3814.5,106.3056,105.2745,104.5081,102.3763,102.1111,101.951,100.145
3815,106.3224,105.2834,104.5214,102.325,102.2065,101.9761,100.2177
3815.5,106.3671,105.3207,104.5427,102.3202,102.1744,101.8453,100.2602
3816,106.3622,105.3133,104.5714,102.4183,102.0625,101.8155,100.378
3816.5,106.3836,105.3288,104.5927,102.4491,101.9074,101.8217,100.5506
3817,106.4176,105.3566,104.6265,102.5047,102.1001,101.8866,100.5362
3817.5,106.4389,105.3996,104.6179,102.5962,102.2913,101.8919,100.3467
3818,106.4379,105.4049,104.6664,102.5908,102.3344,102.0443,100.1912
3818.5,106.4738,105.3972,104.6643,102.6256,102.3066,102.1176,100.183
3819,106.4714,105.4418,104.6673,102.6555,102.37,102.1383,100.1684
3819.5,106.4965,105.4556,104.6852,102.6314,102.3449,102.2506,100.1847
3820,106.5129,105.4768,104.7219,102.6564,102.4037,102.2347,100.218
3820.5,106.5633,105.4936,104.7355,102.6892,102.4191,102.2128,100.1891
3821,106.5367,105.5201,104.76,102.727,102.4442,102.2559,100.1644
3821.5,106.583,105.5358,104.7848,102.7229,102.4861,102.1006,100.2414
3822,106.601,105.5669,104.8027,102.724,102.5629,102.1635,100.3272
3822.5,106.6087,105.568,104.8167,102.7698,102.568,102.2024,100.2735
3823,106.6327,105.5961,104.8469,102.7293,102.553,102.1021,100.389
3823.5,106.6277,105.5943,104.8664,102.7735,102.497,102.0584,100.6025
3824,106.6963,105.6323,104.8711,102.8155,102.3672,102.0173,100.4969
3824.5,106.6944,105.6286,104.8914,102.723,102.5377,102.0702,100.4312
3825,106.713,105.6661,104.9049,102.7686,102.4708,102.1714,100.3231
3825.5,106.7106,105.6686,104.939,102.8393,102.5242,102.1347,100.2013
3826,106.7111,105.6793,104.9398,102.8184,102.5942,102.3122,100.273
3826.5,106.7504,105.6862,104.943,102.8519,102.562,102.2512,100.5115
3827,106.7194,105.7019,104.9502,102.8752,102.6427,102.1713,100.5306
3827.5,106.767,105.7081,104.9635,102.8966,102.6902,102.2027,100.4274
3828,106.7722,105.7385,104.9848,102.8946,102.6677,102.2037,100.3828
3828.5,106.804,105.7449,104.9908,102.9041,102.6645,102.4932,100.3777
3829,106.8125,105.7852,105.0304,102.9472,102.6526,102.443,100.5388
3829.5,106.8505,105.7756,105.0455,102.9338,102.6638,102.3962,100.6199
3830,106.8601,105.7991,105.0531,102.9899,102.669,102.2105,100.6052
3830.5,106.8611,105.8391,105.0753,103.0122,102.6999,102.3434,100.7448
3831,106.892,105.8522,105.0916,103.0907,102.731,102.4165,100.8658
3831.5,106.9153,105.8658,105.114,103.0848,102.8195,102.5062,100.9755
3832,106.9274,105.8982,105.1339,103.042,102.8822,102.55,100.9346
3832.5,106.9481,105.9157,105.1707,103.1499,102.8916,102.6518,100.8157
3833,106.9965,105.9282,105.1839,103.164,102.9338,102.3862,100.7208
3833.5,106.995,105.9936,105.176,103.0078,102.9591,102.6701,100.7835
3834,107.0024,105.9498,105.2157,103.1057,102.937,102.6736,100.9187
3834.5,106.9968,105.9829,105.2159,103.1897,102.9768,102.5405,100.9495
3835,107.018,105.9724,105.2339,102.9828,102.9748,102.5617,101.0035
3835.5,107.0504,106.008,105.2537,103.0054,102.9743,102.6028,101.0046
3836,107.0424,106.0157,105.2365,103.0684,102.9101,102.7155,100.9257
3836.5,107.0569,106.0119,105.2572,103.1134,102.8895,102.7356,100.9322
3837,107.0411,106.0463,105.275,103.1637,102.9641,102.6806,100.9725
3837.5,107.0753,106.0442,105.2868,103.2068,103.0232,102.6871,100.886
3838,107.1009,106.0568,105.3142,103.1683,103.0004,102.6105,100.8183
3838.5,107.1185,106.0677,105.3056,103.28,103.0288,102.6333,100.7506
3839,107.1293,106.0852,105.3304,103.2703,103.096,102.6744,100.7036
3839.5,107.1626,106.1041,105.3399,103.2325,103.1067,102.6188,100.6665
3840,107.1697,106.1246,105.3673,103.2393,103.1103,102.6342,100.685
3840.5,107.184,106.1644,105.3821,103.2854,103.1305,102.8052,100.8019
3841,107.2064,106.1736,105.4274,103.3309,103.179,102.7114,100.9044
3841.5,107.2324,106.1991,105.4325,103.3955,103.1706,102.7991,101.0173
3842,107.2486,106.2144,105.4518,103.4308,103.1736,102.7764,101.0231
3842.5,107.2625,106.2209,105.4915,103.3605,103.2195,102.6937,101.0597
3843,107.2891,106.2324,105.4864,103.2713,103.2582,102.7466,101.1146
3843.5,107.3011,106.2546,105.5171,103.4375,103.266,102.8231,101.1749
3844,107.3285,106.2732,105.529,103.4892,103.2872,102.8291,101.2722
3844.5,107.3433,106.2988,105.5546,103.4759,103.2386,102.9181,101.3889
3845,107.367,106.3188,105.5448,103.5313,103.2431,102.869,101.2949
3845.5,107.3684,106.3191,105.5791,103.5379,103.3114,102.7519,101.1234
3846,107.3619,106.3281,105.5798,103.4899,103.287,102.8457,101.0653
3846.5,107.3936,106.3403,105.5834,103.4956,103.263,102.78,101.0093
3847,107.3935,106.3565,105.6058,103.5281,103.0586,102.8733,101.2534
3847.5,107.419,106.3743,105.615,103.6031,103.1313,102.799,101.2346
3848,107.4226,106.3878,105.6383,103.4882,103.3116,102.8103,101.337
3848.5,107.4503,106.403,105.6489,103.5361,103.3027,102.9016,101.4444
3849,107.4708,106.4265,105.6716,103.6275,103.2201,102.8472,101.4222
3849.5,107.4979,106.4332,105.6802,103.6017,103.3721,103.0817,101.3973
3850,107.4835,106.4515,105.6959,103.6739,103.3649,102.9585,101.3603
3850.5,107.4951,106.4559,105.6999,103.6737,103.4072,103.0301,101.2299
3851,107.495,106.4546,105.7217,103.6332,103.4847,103.0508,101.1756
3851.5,107.5075,106.4817,105.746,103.5567,103.4242,103.1894,101.3267
3852,107.5041,106.4677,105.7325,103.639,103.4926,102.9908,101.3759
3852.5,107.5097,106.5054,105.7597,103.614,103.5291,102.6349,101.2557
3853,107.5286,106.4849,105.7423,103.415,103.5334,102.7632,101.292
3853.5,107.553,106.5239,105.778,103.5122,103.4044,102.859,101.3566
3854,107.5685,106.5043,105.7545,103.6037,103.2975,102.9184,101.5447
3854.5,107.575,106.5244,105.7769,103.6576,103.4035,102.911,101.5757
3855,107.5824,106.5505,105.7789,103.7209,103.432,103.0429,101.4935
3855.5,107.5972,106.5475,105.7912,103.7212,103.4725,102.8855,101.4239
3856,107.6308,106.5783,105.8377,103.6214,103.5831,102.8764,101.5321
3856.5,107.6071,106.5762,105.8261,103.7644,103.39,102.988,101.5298
3857,107.6157,106.5882,105.8273,103.7204,103.4659,102.8214,101.4065
3857.5,107.6311,106.5978,105.8262,103.5836,103.5511,102.9403,101.4316
3858,107.6211,106.5971,105.8366,103.6182,103.5173,103.0696,101.5853
3858.5,107.6283,106.5881,105.8318,103.708,103.2717,102.8528,101.7144
3859,107.626,106.6133,105.8355,103.7269,103.4285,103.1027,101.7232
3859.5,107.6339,106.6129,105.8401,103.7584,103.5267,103.0621,101.5669
3860,107.6621,106.6126,105.8671,103.6737,103.427,103.2636,101.4371
3860.5,107.6589,106.6108,105.878,103.7607,103.4304,103.2668,101.4003
3861,107.647,106.6346,105.8611,103.8444,103.5174,103.1551,101.4321
3861.5,107.6644,106.6294,105.8807,103.8503,103.5752,103.1383,101.4072
3862,107.6845,106.638,105.8694,103.7669,103.6059,103.3097,101.32
3862.5,107.6808,106.6552,105.8993,103.7946,103.5969,103.3191,101.4243
3863,107.6874,106.6914,105.9213,103.8365,103.6305,103.2513,101.4389
3863.5,107.7238,106.699,105.9359,103.8671,103.6524,103.2584,101.4183
3864,107.7448,106.7091,105.937,103.9075,103.6668,103.3659,101.4433
3864.5,107.7472,106.6947,105.964,103.9244,103.6512,103.2632,101.4305
3865,107.7697,106.7421,105.9676,103.9351,103.7362,103.179,101.4222
3865.5,107.7682,106.7526,105.9988,103.9091,103.7158,103.2802,101.5716
3866,107.7864,106.7627,106.0327,103.9485,103.7307,103.2947,101.4273
3866.5,107.8057,106.7811,106.009,103.9644,103.7439,103.3083,101.3906
3867,107.8315,106.7988,106.0278,104.033,103.6844,103.3126,101.5325
3867.5,107.8504,106.8066,106.0555,103.9262,103.7557,103.2862,101.5361
3868,107.8464,106.8021,106.0281,103.8909,103.7799,103.306,101.4649
3868.5,107.8356,106.8149,106.0455,103.9177,103.7992,103.3226,101.3562
3869,107.8296,106.8073,106.0507,103.909,103.714,103.5435,101.4365
3869.5,107.8451,106.8195,106.0608,103.8945,103.6342,103.2271,101.5532
3870,107.8351,106.8121,106.0598,103.9497,103.7437,103.0871,101.5564
3870.5,107.8621,106.8219,106.0641,103.8828,103.8029,103.2964,101.4856
3871,107.852,106.823,106.0932,103.9669,103.8184,103.2371,101.577
3871.5,107.8614,106.8345,106.0563,104.0151,103.7809,103.288,101.5437
3872,107.8631,106.8327,106.0846,104.0545,103.7667,103.5051,101.4778
3872.5,107.8711,106.8362,106.0842,104.0613,103.8166,103.3478,101.3433
3873,107.8857,106.8474,106.1203,104.078,103.8184,103.5087,101.3628
3873.5,107.8836,106.8692,106.1104,104.0603,103.7693,103.4458,101.4432
3874,107.9023,106.867,106.1085,104.044,103.7989,103.2837,101.5472
3874.5,107.9052,106.8756,106.1523,104.0292,103.8569,103.3917,101.5794
3875,107.9226,106.8693,106.1494,104.0205,103.8709,103.3163,101.7353
3875.5,107.9335,106.8928,106.16,104.103,103.8813,103.3117,101.8254
3876,107.9419,106.9054,106.1598,104.1399,103.8054,103.3957,101.8324
3876.5,107.9463,106.939,106.1749,104.0883,103.8721,103.4619,101.7797
3877,107.9384,106.9301,106.1676,104.0501,103.8778,103.4095,101.8441
3877.5,107.9375,106.9329,106.179,104.0161,103.9016,103.5025,101.8549
3878,107.9499,106.939,106.1821,104.0638,103.8585,103.3638,101.9725
3878.5,107.9695,106.9526,106.1922,104.0076,103.913,103.4247,101.9877
3879,107.9817,106.9385,106.1982,103.9573,103.8641,103.4932,101.9903
3879.5,107.9684,106.9493,106.2039,104.0708,103.8571,103.4091,101.8968
3880,107.9832,106.9497,106.2047,104.011,103.8159,103.1893,102.0216
3880.5,107.9609,106.9663,106.2276,104.1108,103.8926,103.2304,101.9324
3881,107.9782,106.9602,106.2098,104.0309,103.9279,103.3307,101.7843
3881.5,108.0146,106.976,106.2276,104.0441,103.8933,103.3281,101.8023
3882,108.0023,106.9734,106.2403,104.069,103.8838,103.5365,101.8837
3882.5,107.9974,106.9769,106.2361,104.1698,103.8161,103.2558,101.8092
3883,108.003,106.9856,106.244,104,103.9464,103.4598,101.6038
3883.5,107.9912,106.9852,106.238,104.0918,103.9893,103.3783,101.6053
3884,108.0117,107.0013,106.254,104.183,103.9781,103.4303,101.6075
3884.5,108.0253,106.9918,106.2674,104.1865,103.9733,103.4555,101.6962
3885,108.0377,107.0356,106.2743,104.2545,103.9198,103.346,101.7593
3885.5,108.0377,107.034,106.2847,104.0702,103.9706,103.6018,101.763
3886,108.04,107.0167,106.2692,104.013,103.9386,103.7253,101.7892
3886.5,108.0328,107.0284,106.2853,104.0551,103.9948,103.6064,101.8266
3887,108.0376,107.0367,106.2769,104.0632,103.9145,103.5975,102.0156
3887.5,108.0538,107.0381,106.2697,104.1967,103.7938,103.7006,102.0904
3888,108.0535,107.0318,106.2947,104.2687,103.9219,103.4667,102.1252
3888.5,108.0652,107.0374,106.3061,104.2214,104.0507,103.2025,101.9088
3889,108.0936,107.0568,106.2961,104.1171,104.0569,103.4868,101.8561
3889.5,108.0698,107.0492,106.3126,104.1454,104.0009,103.6286,101.8216
3890,108.0895,107.0617,106.3144,104.1392,103.9877,103.66,101.8715
3890.5,108.0937,107.0714,106.3302,104.2418,103.9604,103.4805,101.8119
3891,108.1091,107.0816,106.3246,104.0897,104.0537,103.3,101.9226
3891.5,108.0841,107.097,106.3164,104.0378,104.0515,103.5043,102.0509
3892,108.112,107.0794,106.3275,104.2257,103.9589,103.5653,102.1589
3892.5,108.1149,107.0996,106.3333,104.2523,104.0315,103.5952,102.0872
3893,108.1152,107.0892,106.3561,104.2717,104.0305,103.5816,102.0497
3893.5,108.1369,107.0804,106.3576,104.1341,103.9886,103.6484,101.9944
3894,108.1295,107.1105,106.3588,104.1816,103.8557,103.7149,102.0202
3894.5,108.1217,107.1288,106.3535,104.2542,104.0211,103.6689,102.0879
3895,108.1204,107.1039,106.3765,104.3277,103.9668,103.6786,102.0717
3895.5,108.1402,107.1188,106.3755,104.2252,104.0337,103.7871,101.9518
3896,108.1562,107.1159,106.3915,104.2869,104.0044,103.6725,102.0291
3896.5,108.1555,107.1464,106.3714,104.2287,103.988,103.7287,101.974
3897,108.1976,107.1507,106.399,104.208,104.0692,103.7244,102.0064
3897.5,108.207,107.1625,106.4085,104.3259,104.0706,103.7917,102.0999
3898,108.2038,107.1787,106.4164,104.2802,104.1199,103.5792,102.0813
3898.5,108.1951,107.1814,106.4405,104.1204,104.1308,103.9064,102.077
3899,108.1981,107.1698,106.4269,104.2799,103.9216,103.9229,102.1978
3899.5,108.2115,107.2028,106.4446,104.3758,104.0412,103.4827,102.1209
3900,108.2168,107.1926,106.4481,104.2299,104.1384,103.3263,102.0333
3900.5,108.2119,107.1894,106.4635,104.0701,104.0734,103.022,102.148
3901,108.2022,107.1725,106.4629,104.1472,104.126,103.2626,102.2026
3901.5,108.2207,107.2009,106.4545,104.3459,104.0789,103.4129,102.1031
3902,108.2346,107.2227,106.4582,104.3505,104.1458,103.7218,102.059
3902.5,108.2272,107.2269,106.4365,104.3285,104.1287,103.779,102.1159
3903,108.2385,107.209,106.4892,104.3297,104.1091,103.4884,102.2206
3903.5,108.2352,107.2177,106.4997,104.3484,104.1001,103.5215,102.2192
3904,108.2417,107.2429,106.4695,104.1381,104.1692,103.795,102.1534
3904.5,108.2737,107.2449,106.489,104.1733,104.1729,103.9009,102.2128
3905,108.2669,107.2487,106.4803,104.3115,104.0747,103.8397,102.2306
3905.5,108.2796,107.2483,106.5176,104.4513,104.1281,103.8103,102.2725
3906,108.2853,107.2639,106.505,104.4921,104.2465,103.7212,102.2191
3906.5,108.2739,107.277,106.522,104.3818,104.283,103.7903,102.2661
3907,108.3257,107.2851,106.5326,104.4304,104.2835,103.7947,102.3623
3907.5,108.3204,107.28,106.5491,104.3961,104.2963,103.507,102.2656
3908,108.3174,107.2992,106.5405,104.3075,104.2992,103.6319,102.1778
3908.5,108.3359,107.3204,106.5647,104.4139,104.1106,103.7443,102.3679
3909,108.3162,107.3276,106.5837,104.5144,104.2094,103.6523,102.3584
3909.5,108.3311,107.2958,106.5848,104.355,104.1762,103.6198,102.3421
3910,108.3661,107.343,106.5792,104.2953,104.1927,103.7141,102.435
3910.5,108.3591,107.3219,106.6115,104.4606,104.1274,103.7052,102.3539
3911,108.3805,107.3526,106.6024,104.5459,104.2663,103.845,102.398
3911.5,108.3769,107.366,106.6168,104.5938,104.3172,103.978,102.4119
3912,108.4035,107.3735,106.6305,104.5694,104.3892,103.9422,102.3392
3912.5,108.4016,107.3871,106.6425,104.5812,104.4093,103.8856,102.1915
3913,108.4039,107.3917,106.6322,104.5627,104.3652,103.7576,102.1528
3913.5,108.4178,107.4229,106.6531,104.428,104.3686,103.9582,102.2294
3914,108.4279,107.4091,106.6856,104.5816,104.3369,103.9884,102.387
3914.5,108.432,107.4279,106.6617,104.5535,104.3973,103.949,102.328
3915,108.4235,107.4071,106.6888,104.5516,104.3818,103.8965,102.104
3915.5,108.4279,107.4286,106.6673,104.4675,104.3447,103.9404,102.1126
3916,108.4235,107.4182,106.6666,104.5239,104.2372,103.9062,102.2749
3916.5,108.4421,107.4389,106.6801,104.5922,104.2558,103.9156,102.2466
3917,108.4703,107.4516,106.6829,104.632,104.1379,103.9348,102.1268
3917.5,108.4782,107.4541,106.7037,104.6052,104.2656,103.9617,102.0569
3918,108.4607,107.4489,106.6971,104.6682,104.3227,104.0581,101.9429
3918.5,108.453,107.4595,106.7074,104.6979,104.4109,104.2124,101.87
3919,108.4591,107.4769,106.719,104.7704,104.457,104.063,101.9127
3919.5,108.4563,107.4776,106.7112,104.6552,104.4847,103.9064,101.8903
3920,108.4698,107.4599,106.718,104.567,104.473,104.0142,101.9778
3920.5,108.4792,107.4796,106.7199,104.5969,104.3589,104.012,102.2137
3921,108.4948,107.4904,106.7214,104.5396,104.4174,103.7375,102.2769
3921.5,108.486,107.4756,106.7355,104.4902,104.3616,103.8552,102.3336
3922,108.4721,107.464,106.7378,104.6475,104.2928,103.9916,102.2249
3922.5,108.4714,107.4944,106.6941,104.6551,104.4037,103.8012,102.1483
3923,108.4876,107.4614,106.7168,104.4348,104.4328,104.0249,102.2136
3923.5,108.4845,107.4594,106.7152,104.5566,104.4083,104.0306,102.3227
3924,108.4936,107.4783,106.7207,104.664,104.3488,104.0823,102.3023
3924.5,108.4799,107.4885,106.7279,104.6632,104.3538,103.8927,102.2249
3925,108.4692,107.4859,106.7514,104.5758,104.4522,103.7464,102.2383
3925.5,108.5084,107.4751,106.7239,104.4402,104.4766,103.8498,102.1966
3926,108.4985,107.4959,106.7595,104.564,104.4957,103.8703,102.1192
3926.5,108.4899,107.4936,106.7508,104.5095,104.4539,104.0889,102.1758
3927,108.4922,107.5183,106.7526,104.426,104.476,104.1344,102.1628
3927.5,108.4991,107.509,106.7454,104.5552,104.5176,104.0059,102.1968
3928,108.4939,107.4891,106.7469,104.5271,104.4301,103.9901,102.1867
3928.5,108.4735,107.4906,106.7461,104.5308,104.3423,103.9096,102.2845
3929,108.4874,107.4753,106.7424,104.6526,104.3663,103.9279,102.4658
3929.5,108.5066,107.5011,106.7527,104.7104,104.4001,103.8785,102.4864
3930,108.4986,107.5252,106.7604,104.5972,104.3826,103.84,102.3638
3930.5,108.5094,107.4985,106.7623,104.5781,104.3944,104.0419,102.2463
3931,108.5039,107.4981,106.7543,104.6166,104.276,104.1285,102.2151
3931.5,108.5041,107.505,106.7612,104.6126,104.2771,104.0129,102.3748
3932,108.4834,107.4801,106.7801,104.6716,104.3735,104.0913,102.5499
3932.5,108.484,107.4944,106.7754,104.6438,104.3711,104.2084,102.6913
3933,108.5217,107.5148,106.765,104.7543,104.419,104.1356,102.8442
3933.5,108.5383,107.5343,106.7831,104.7977,104.4709,104.124,102.7432
3934,108.543,107.5441,106.8001,104.6454,104.5426,104.13,102.5731
3934.5,108.5164,107.5393,106.7962,104.6247,104.4674,104.0102,102.4476
3935,108.4909,107.521,106.796,104.4799,104.3627,103.804,102.3311
3935.5,108.4987,107.5193,106.7625,104.5206,104.2577,103.7798,102.263
3936,108.4981,107.4825,106.7658,104.593,104.2506,104.0285,102.1205
3936.5,108.4968,107.4975,106.7607,104.6226,104.2822,103.8651,102.1802
3937,108.4786,107.4906,106.751,104.3936,104.3775,104.0107,102.2303
3937.5,108.4801,107.4935,106.7238,104.6016,104.1737,103.5585,102.3091
3938,108.4758,107.491,106.7353,104.6313,104.272,103.5016,102.2357
3938.5,108.4527,107.4757,106.7178,104.4666,104.3761,103.784,102.2352
3939,108.4683,107.4724,106.7155,104.5381,104.2421,103.9091,102.4211
3939.5,108.4813,107.478,106.7248,104.6036,104.3026,103.9189,102.4083
3940,108.4887,107.4775,106.7347,104.606,104.414,103.939,102.2698
3940.5,108.4898,107.4865,106.7308,104.4511,104.3673,103.994,102.1613
3941,108.482,107.4728,106.7385,104.5181,104.2339,103.7851,102.2928
3941.5,108.4861,107.4902,106.7353,104.5145,104.2645,103.6327,102.1794
3942,108.4871,107.4714,106.7188,104.485,104.4296,103.793,102.2409
3942.5,108.4949,107.4668,106.7425,104.5022,104.5297,103.7759,102.2665
3943,108.4958,107.4743,106.7252,104.6487,104.4817,103.9321,102.394
3943.5,108.4751,107.5086,106.7443,104.6771,104.4849,103.8918,102.382
3944,108.5135,107.4906,106.7394,104.5838,104.4216,103.7961,102.3645
3944.5,108.4975,107.5227,106.7505,104.6445,104.4562,104.0434,102.3704
3945,108.5131,107.5075,106.7615,104.7254,104.5182,104.0638,102.4168
3945.5,108.5371,107.5456,106.7745,104.6914,104.5186,104.0836,102.2711
3946,108.5608,107.5579,106.7952,104.7107,104.5148,104.1251,102.2595
3946.5,108.5481,107.5536,106.798,104.7452,104.5708,104.0919,102.2304
3947,108.5483,107.5494,106.8156,104.7244,104.5643,103.7566,102.2281
3947.5,108.5475,107.5764,106.8136,104.5427,104.4961,103.9275,102.3195
3948,108.5683,107.5653,106.7928,104.5275,104.4113,104.1546,102.4099
3948.5,108.565,107.5682,106.8026,104.5964,104.3887,104.2199,102.2824
3949,108.5451,107.5677,106.8205,104.6355,104.4533,104.1935,102.098
3949.5,108.559,107.5457,106.8024,104.5957,104.4492,104.2486,102.1686
3950,108.5628,107.5722,106.8076,104.6182,104.466,104.1974,102.1812
3950.5,108.5349,107.5818,106.8047,104.6538,104.5383,104.1489,102.0635
3951,108.5569,107.5405,106.8226,104.6807,104.4852,104.1616,102.196
3951.5,108.5596,107.5771,106.8162,104.7126,104.2763,104.2573,102.1242
3952,108.5715,107.5749,106.8297,104.8012,104.4497,104.1337,102.0527
3952.5,108.5567,107.5837,106.8209,104.6653,104.5588,104.1037,101.9837
3953,108.5751,107.5727,106.8299,104.6869,104.5171,104.1859,102.0415
3953.5,108.5887,107.585,106.8104,104.7467,104.4223,104.3044,102.1149
3954,108.5847,107.5636,106.8365,104.7562,104.5252,104.2494,102.0856
3954.5,108.5909,107.5825,106.8301,104.7532,104.5305,104.1588,102.1519
3955,108.578,107.5747,106.8275,104.7893,104.564,104.0285,102.2078
3955.5,108.5775,107.6022,106.8457,104.786,104.5734,104.0818,102.2859
3956,108.543,107.6027,106.8579,104.8413,104.582,103.8637,102.4271
3956.5,108.5471,107.582,106.8428,104.6856,104.4901,104.0593,102.5664
3957,108.5737,107.5607,106.85,104.6312,104.4385,104.1623,102.5434
3957.5,108.5571,107.5798,106.8378,104.6216,104.3922,104.1606,102.3589
3958,108.5423,107.5673,106.8182,104.6715,104.4532,104.0381,102.3794
3958.5,108.5561,107.576,106.8313,104.7206,104.4999,103.8706,102.3718
3959,108.552,107.5647,106.823,104.6995,104.4924,103.8216,102.1845
3959.5,108.5496,107.5718,106.8132,104.745,104.5555,104.1224,102.1944
3960,108.5694,107.5821,106.8297,104.8127,104.5957,104.1737,102.2914
3960.5,108.582,107.5963,106.8567,104.7869,104.6513,104.19,102.3656
3961,108.5894,107.5783,106.8567,104.8425,104.6133,104.3301,102.2985
3961.5,108.5763,107.5987,106.851,104.7821,104.5376,104.2647,102.1553
3962,108.5872,107.5867,106.8355,104.6907,104.5702,104.1539,102.0784
3962.5,108.5753,107.5919,106.8349,104.6419,104.4231,104.2201,102.3221
3963,108.6044,107.5851,106.8381,104.7278,104.4499,104.2619,102.4075
3963.5,108.6125,107.612,106.8668,104.7957,104.4809,104.2694,102.5274
3964,108.6196,107.6265,106.8692,104.8178,104.5618,104.1046,102.4849
3964.5,108.634,107.6237,106.9033,104.6075,104.6224,104.0931,102.4995
3965,108.6607,107.6354,106.8974,104.7127,104.5658,104.0035,102.6459
3965.5,108.642,107.6167,106.8995,104.751,104.5853,104.2582,102.5596
3966,108.6555,107.6575,106.9278,104.7913,104.5982,104.0405,102.6217
3966.5,108.6549,107.6617,106.9274,104.6014,104.6375,104.1311,102.6557
3967,108.6454,107.6662,106.9401,104.6922,104.5006,104.2138,102.6524
3967.5,108.6457,107.6275,106.9131,104.6417,104.4968,104.0979,102.6301
3968,108.6079,107.6532,106.9029,104.6438,104.4916,104.0596,102.6586
3968.5,108.6385,107.6474,106.8967,104.7587,104.3596,104.0104,102.6773
3969,108.6368,107.6529,106.9021,104.6574,104.4674,103.8955,102.5216
3969.5,108.6245,107.6318,106.8882,104.6142,104.5026,104.0515,102.3623
3970,108.6039,107.6084,106.8716,104.5025,104.4381,104.1587,102.3729
3970.5,108.5818,107.6026,106.8551,104.402,104.3708,103.8929,102.3195
3971,108.574,107.5869,106.8292,104.2818,104.2934,103.7457,102.2304
3971.5,108.5445,107.5516,106.8204,104.3938,104.2647,103.9587,102.2668
3972,108.5467,107.5348,106.8188,104.5719,104.3739,103.9723,102.3457
3972.5,108.5602,107.544,106.7854,104.5834,104.399,103.9703,102.392
3973,108.5366,107.5296,106.7983,104.607,104.4712,104.0381,102.4447
3973.5,108.5472,107.5437,106.8138,104.694,104.3952,104.0908,102.3127
3974,108.538,107.5578,106.8006,104.5538,104.3787,104.115,102.1242
3974.5,108.5208,107.5356,106.8038,104.5213,104.4712,104.1878,102.2887
3975,108.5098,107.544,106.8014,104.5679,104.4055,104.2175,102.3465
3975.5,108.536,107.5441,106.8026,104.6684,104.3983,104.273,102.471
3976,108.554,107.5532,106.8215,104.6947,104.435,104.2681,102.5995
3976.5,108.5658,107.5782,106.8418,104.713,104.4845,104.209,102.6841
3977,108.5798,107.576,106.8348,104.7732,104.4746,104.0658,102.7068
3977.5,108.5761,107.5922,106.8471,104.6486,104.5536,104.117,102.4795
3978,108.5435,107.5869,106.8397,104.4919,104.4608,104.0972,102.499
3978.5,108.5466,107.5737,106.8461,104.4401,104.2638,103.7429,102.238
3979,108.5175,107.5332,106.8003,104.4012,104.2884,103.9314,102.1375
3979.5,108.5089,107.5203,106.7728,104.4629,104.3017,103.8184,102.3455
3980,108.4863,107.525,106.7594,104.3579,104.3857,103.8419,102.4083
3980.5,108.4946,107.4916,106.7666,104.412,104.2302,103.9783,102.4736
3981,108.5119,107.4992,106.7596,104.6134,104.1429,103.9268,102.6404
3981.5,108.4834,107.4908,106.748,104.5808,104.359,103.7953,102.5961
3982,108.4582,107.5109,106.7376,104.6513,104.454,103.7036,102.3241
3982.5,108.4744,107.4772,106.7538,104.5657,104.4826,103.9152,102.2626
3983,108.4858,107.5112,106.751,104.5387,104.4602,103.8732,102.3352
3983.5,108.5041,107.502,106.7527,104.5319,104.4226,103.9581,102.5068
3984,108.5191,107.5147,106.7693,104.6555,104.5065,103.8932,102.6028
3984.5,108.5135,107.5128,106.7667,104.6965,104.5346,103.7419,102.2991
3985,108.4966,107.5155,106.7787,104.6139,104.5206,103.9317,102.239
3985.5,108.5035,107.5137,106.7724,104.6285,104.5303,104.0764,102.323
3986,108.5227,107.5113,106.7788,104.6856,104.5373,104.1285,102.4274
3986.5,108.5008,107.4949,106.775,104.6423,104.4545,103.828,102.4456
3987,108.5165,107.5061,106.7839,104.5426,104.4437,103.7953,102.572
3987.5,108.5369,107.5178,106.8009,104.4812,104.3269,104.1168,102.5458
3988,108.5248,107.5243,106.7833,104.5167,104.2263,103.9152,102.4833
3988.5,108.5442,107.5264,106.7574,104.5893,104.3011,103.8362,102.5745
3989,108.5028,107.5248,106.7766,104.5476,104.4656,103.9216,102.3681
3989.5,108.4997,107.5277,106.7906,104.4356,104.4505,104.0943,102.3028
3990,108.5106,107.5104,106.7513,104.5049,104.3802,103.984,102.4549
3990.5,108.5179,107.5337,106.7776,104.4553,104.4572,104.0779,102.5055
3991,108.5257,107.5249,106.7874,104.4407,104.4785,103.769,102.6543
3991.5,108.536,107.551,106.8007,104.4983,104.2712,103.8913,102.5825
3992,108.5228,107.5218,106.7958,104.6033,104.3096,103.8959,102.4228
3992.5,108.5489,107.5451,106.7826,104.6758,104.2367,104.1269,102.3832
