Time (s),Evaporator Position 1 (°C),Evaporator Position 2 (°C),Evaporator Position 3 (°C),Condenser Position 1 (°C),Condenser Position 2 (°C),Condenser Position 3 (°C),Condenser Position 4 (°C)
597,48.65885,48.43211,48.27214,47.87023,47.78578,46.99134,47.00693
597.5,48.6546,48.44544,48.25446,47.8843,47.71975,47.03229,46.96635
598,48.62983,48.4327,48.25213,47.87629,47.74994,47.06295,46.9896
598.5,48.63945,48.45343,48.24301,47.88929,47.74789,47.05326,46.97203
599,48.62842,48.43152,48.24609,47.86167,47.75314,47.00386,46.93467
599.5,48.62959,48.39683,48.23661,47.86293,47.76899,47.03615,46.90513
600,48.64973,48.40749,48.26,47.86594,47.79098,47.03476,46.88938
600.5,48.62934,48.42851,48.23637,47.85602,47.78546,47.02854,46.93828
601,48.62655,48.39911,48.24792,47.85883,47.77368,46.97762,46.93183
601.5,48.62564,48.39264,48.25233,47.8084,47.78459,47.00475,46.94135
602,48.61064,48.4135,48.22251,47.81313,47.77381,47.00554,46.92107
602.5,48.61685,48.38732,48.22618,47.79976,47.76831,47.03131,46.95124
603,48.62159,48.39692,48.21125,47.78698,47.77266,47.01181,46.96509
603.5,48.57778,48.40701,48.19913,47.81586,47.73187,47.02889,46.97314
604,48.59306,48.37579,48.2091,47.81342,47.7461,46.9975,46.97997
604.5,48.59775,48.38789,48.18116,47.81511,47.73065,46.99989,46.95942
605,48.59427,48.3733,48.20544,47.80405,47.72028,47.03375,46.96155
605.5,48.5668,48.38307,48.19555,47.83768,47.71295,46.9868,46.99567
606,48.57456,48.35913,48.19452,47.79648,47.73517,46.97499,46.98756
606.5,48.5779,48.38677,48.18976,47.80196,47.73,46.9777,47.01783
607,48.58991,48.38421,48.20733,47.80841,47.7633,47.04668,47.04466
607.5,48.58105,48.36864,48.2112,47.73231,47.74254,47.07454,46.99239
608,48.6021,48.38275,48.18968,47.75329,47.64753,47.03808,47.06108
608.5,48.58164,48.35859,48.17754,47.75743,47.65607,47.04177,47.09996
609,48.58638,48.39479,48.19593,47.82245,47.6704,47.01418,47.10156
609.5,48.57181,48.34019,48.1721,47.82674,47.71635,46.9821,47.08315
610,48.57244,48.35887,48.18917,47.78028,47.72591,46.91825,47.07141
610.5,48.57067,48.36289,48.18809,47.77461,47.72372,46.95705,47.06852
611,48.57725,48.3498,48.17477,47.78767,47.69997,46.95159,47.02577
611.5,48.55612,48.34046,48.17122,47.78633,47.67988,46.92871,46.97718
612,48.56101,48.35137,48.17611,47.79183,47.65274,46.97799,46.96091
612.5,48.56756,48.35075,48.16993,47.76999,47.66377,46.8892,46.95087
613,48.54321,48.33519,48.16339,47.75369,47.68822,46.90254,46.96027
613.5,48.55101,48.32632,48.15522,47.75343,47.6134,46.86567,46.96997
614,48.53753,48.31793,48.16187,47.70086,47.65483,46.86195,46.93521
614.5,48.54914,48.32029,48.14155,47.7353,47.67167,46.90915,46.90481
615,48.51614,48.31274,48.14788,47.74018,47.63836,46.82486,46.90692
615.5,48.51387,48.31186,48.13289,47.66553,47.63617,46.81618,46.91121
616,48.51405,48.30972,48.1238,47.72417,47.65568,46.85632,46.87491
616.5,48.49287,48.29015,48.11048,47.75479,47.64648,46.85846,46.86316
617,48.53213,48.28824,48.12639,47.74248,47.6601,46.80793,46.84366
617.5,48.47837,48.2937,48.10778,47.71426,47.65063,46.79382,46.81983
618,48.46763,48.29014,48.09241,47.66665,47.63011,46.8085,46.82523
618.5,48.49743,48.26371,48.08635,47.69853,47.61707,46.83344,46.80455
619,48.48562,48.25537,48.09398,47.69768,47.61599,46.81129,46.79699
619.5,48.47243,48.25699,48.08657,47.68441,47.64022,46.80472,46.81034
620,48.45112,48.25395,48.08354,47.65208,47.62272,46.86805,46.82062
620.5,48.46666,48.25145,48.05811,47.67881,47.61217,46.82391,46.79756
621,48.45647,48.24102,48.06088,47.64873,47.6071,46.82346,46.7992
621.5,48.45701,48.23786,48.05633,47.63836,47.58746,46.82004,46.76126
622,48.43618,48.21841,48.06488,47.60651,47.56788,46.79882,46.71154
622.5,48.44649,48.2285,48.04511,47.62946,47.5862,46.77754,46.71969
623,48.44102,48.24709,48.06301,47.58458,47.56123,46.77317,46.71277
623.5,48.41861,48.21311,48.03389,47.59764,47.56618,46.82353,46.74205
624,48.41978,48.20849,48.0214,47.65246,47.57771,46.87444,46.77953
624.5,48.43504,48.23555,48.03458,47.62121,47.55063,46.77995,46.79205
625,48.43466,48.19329,48.0254,47.61937,47.54532,46.77718,46.81731
625.5,48.41978,48.2078,48.02233,47.62092,47.54386,46.80629,46.80496
626,48.40275,48.20997,48.01547,47.60385,47.5247,46.7943,46.80062
626.5,48.40964,48.18817,48.03834,47.63046,47.52816,46.77924,46.75821
627,48.38852,48.18879,48.01883,47.64582,47.53356,46.80109,46.7525
627.5,48.40474,48.18789,47.99895,47.66285,47.52327,46.81743,46.71626
628,48.39489,48.17781,48.01964,47.64291,47.52765,46.81718,46.7255
628.5,48.40122,48.19386,48.0151,47.64986,47.53529,46.82389,46.7306
629,48.39221,48.16633,47.98433,47.63029,47.54628,46.7925,46.76036
629.5,48.38961,48.19035,47.99284,47.63748,47.56597,46.80572,46.81921
630,48.38185,48.18976,47.99457,47.65304,47.54819,46.81734,46.832
630.5,48.41579,48.18205,48.00283,47.61565,47.56428,46.79291,46.83304
631,48.38296,48.17305,48.01095,47.64442,47.54166,46.83953,46.8887
631.5,48.38575,48.21009,48.01073,47.64887,47.54958,46.80414,46.83385
632,48.38263,48.17967,47.99697,47.5656,47.54178,46.80283,46.80567
632.5,48.37432,48.18176,47.98842,47.59808,47.49832,46.7524,46.83376
633,48.38554,48.17355,47.98066,47.58671,47.52192,46.76789,46.8444
633.5,48.38224,48.15891,47.9526,47.61115,47.53061,46.70571,46.83456
634,48.36147,48.16382,47.96538,47.51519,47.54556,46.62036,46.8831
634.5,48.34112,48.15412,47.96192,47.55052,47.49082,46.66149,46.8742
635,48.35483,48.13335,47.96476,47.56827,47.4655,46.71701,46.86023
635.5,48.33331,48.14561,47.95966,47.57632,47.43211,46.6975,46.86203
636,48.3565,48.14519,47.94258,47.57969,47.47461,46.70991,46.82046
636.5,48.33388,48.14294,47.98662,47.53998,47.4731,46.75913,46.812
637,48.34692,48.14487,47.95892,47.56573,47.46875,46.74783,46.79491
637.5,48.33993,48.10386,47.94198,47.6035,47.45859,46.63203,46.72637
638,48.32467,48.13372,47.95194,47.49347,47.48471,46.60488,46.71521
638.5,48.33003,48.11479,47.933,47.4903,47.51905,46.65522,46.76995
639,48.31884,48.1066,47.94055,47.54277,47.46732,46.70331,46.77819
639.5,48.32124,48.11363,47.94388,47.55574,47.46362,46.74664,46.75457
640,48.30807,48.08611,47.93071,47.52774,47.46988,46.7302,46.71311
640.5,48.29693,48.08631,47.91262,47.50242,47.49388,46.58371,46.72091
641,48.28785,48.08695,47.92669,47.45744,47.43548,46.59778,46.70834
641.5,48.29146,48.08269,47.92728,47.49732,47.37,46.58301,46.68593
642,48.28581,48.07912,47.90682,47.42531,47.42349,46.51976,46.70492
642.5,48.26183,48.04981,47.89625,47.45195,47.41818,46.55244,46.70354
643,48.27258,48.07977,47.87159,47.4579,47.40537,46.60288,46.67567
643.5,48.2765,48.06888,47.89033,47.50424,47.4061,46.65202,46.6727
644,48.27193,48.06084,47.87488,47.50012,47.40707,46.67964,46.66185
644.5,48.26363,48.07013,47.87468,47.5275,47.43422,46.60162,46.63874
645,48.25328,48.04936,47.87543,47.51487,47.46581,46.55771,46.61498
645.5,48.25444,48.05052,47.8803,47.51336,47.44671,46.56106,46.60583
646,48.27498,48.03635,47.87075,47.47109,47.41625,46.59615,46.6006
646.5,48.25556,48.01832,47.86776,47.47373,47.44251,46.61524,46.61669
647,48.26715,48.04264,47.86732,47.41754,47.38446,46.6086,46.59104
647.5,48.27141,48.04157,47.8489,47.44746,47.32662,46.62162,46.6504
648,48.25866,48.0279,47.84818,47.48109,47.34844,46.6094,46.64605
648.5,48.24163,48.04997,47.84827,47.48503,47.38619,46.56353,46.63424
649,48.26282,48.02882,47.87063,47.47032,47.37217,46.61345,46.65752
649.5,48.24574,48.04228,47.84405,47.47033,47.36176,46.63941,46.67908
650,48.25056,48.03298,47.85581,47.47388,47.39936,46.66844,46.6312
650.5,48.24419,48.02384,47.84875,47.45436,47.40623,46.60142,46.59174
651,48.21867,48.01775,47.82901,47.41444,47.43091,46.5024,46.60972
651.5,48.24555,47.99974,47.85636,47.43756,47.36697,46.51696,46.62057
652,48.22558,48.0073,47.83036,47.43259,47.36872,46.51755,46.60332
652.5,48.21641,48.00392,47.82953,47.48099,47.3664,46.57315,46.59915
653,48.20731,48.00291,47.82019,47.48615,47.33289,46.58295,46.6342
653.5,48.20762,47.99536,47.81286,47.45463,47.32407,46.56463,46.61634
654,48.21814,48.00172,47.83936,47.44635,47.36395,46.61194,46.5506
654.5,48.22477,48.0028,47.81775,47.46067,47.3734,46.56348,46.4727
655,48.20154,47.97979,47.82321,47.45868,47.37536,46.51539,46.45774
655.5,48.19552,48.01265,47.80516,47.40298,47.37939,46.48584,46.49585
656,48.17251,47.98871,47.79232,47.38858,47.38028,46.48371,46.46545
656.5,48.19992,47.97446,47.7989,47.35074,47.27991,46.52809,46.47323
657,48.19587,47.97365,47.80851,47.39815,47.2421,46.52201,46.52971
657.5,48.15709,47.94574,47.79009,47.40517,47.29984,46.49729,46.46977
658,48.15938,47.94619,47.77849,47.35987,47.33767,46.49576,46.47889
658.5,48.15869,47.95151,47.76553,47.37784,47.34383,46.47759,46.47648
659,48.14431,47.95634,47.77638,47.37999,47.32977,46.47326,46.47446
659.5,48.1625,47.94189,47.75337,47.35896,47.29346,46.46635,46.46061
660,48.15468,47.94403,47.765,47.34845,47.28179,46.42478,46.47117
660.5,48.14708,47.948,47.75022,47.33132,47.26675,46.47415,46.47674
661,48.13831,47.91863,47.75603,47.34209,47.25667,46.4541,46.48566
661.5,48.13588,47.90139,47.72721,47.34091,47.25364,46.46474,46.47127
662,48.12623,47.91742,47.73074,47.37464,47.24753,46.49223,46.47165
662.5,48.12319,47.92109,47.74714,47.35454,47.27792,46.47142,46.48398
663,48.12282,47.91517,47.74261,47.34167,47.294,46.49191,46.45141
663.5,48.12171,47.89972,47.74521,47.32223,47.2903,46.43979,46.47645
664,48.10668,47.9069,47.71119,47.27226,47.31212,46.46138,46.48808
664.5,48.12014,47.90786,47.72025,47.32457,47.22757,46.49264,46.514
665,48.09864,47.88613,47.70314,47.33813,47.23859,46.45316,46.51484
665.5,48.1113,47.89763,47.729,47.35177,47.27538,46.43112,46.50809
666,48.10061,47.91077,47.7065,47.33171,47.27987,46.43445,46.50192
666.5,48.10171,47.8848,47.71455,47.33259,47.30668,46.44065,46.51137
667,48.10441,47.89398,47.70729,47.35772,47.26257,46.48944,46.54694
667.5,48.10062,47.88671,47.71855,47.34907,47.25879,46.54658,46.51327
668,48.11059,47.89645,47.70259,47.35495,47.27046,46.53045,46.55437
668.5,48.1135,47.89497,47.69417,47.36066,47.27408,46.38023,46.51003
669,48.08781,47.88849,47.71361,47.29666,47.252,46.44086,46.52848
669.5,48.08404,47.87152,47.6934,47.30244,47.15633,46.44524,46.47379
670,48.10555,47.86711,47.69246,47.22333,47.1921,46.39112,46.41665
670.5,48.07532,47.86511,47.68699,47.2629,47.24092,46.40962,46.41963
671,48.08039,47.87158,47.6791,47.29024,47.23446,46.42887,46.41432
671.5,48.07859,47.85334,47.67243,47.22996,47.23323,46.47885,46.45874
672,48.07753,47.87589,47.67369,47.27746,47.22307,46.47493,46.47544
672.5,48.07212,47.84988,47.65022,47.2563,47.22808,46.36549,46.45242
673,48.06652,47.84867,47.66638,47.26334,47.2196,46.36929,46.44324
673.5,48.07103,47.83559,47.65746,47.29568,47.20748,46.4357,46.42347
674,48.04565,47.83451,47.64782,47.28774,47.18587,46.44559,46.41899
674.5,48.0416,47.83417,47.64238,47.30023,47.21064,46.42682,46.39373
675,48.04352,47.834,47.65032,47.29582,47.20854,46.41892,46.35826
675.5,48.03868,47.83449,47.65844,47.25017,47.20967,46.43327,46.36078
676,48.03847,47.81391,47.63578,47.26271,47.19257,46.40596,46.3775
676.5,48.01392,47.82708,47.63182,47.26194,47.23905,46.34749,46.41079
677,48.03227,47.80122,47.6379,47.27973,47.20032,46.32451,46.41979
677.5,48.01313,47.80939,47.65765,47.23832,47.22399,46.20058,46.44231
678,48.04927,47.81498,47.63453,47.19589,47.21005,46.23923,46.46102
678.5,48.01594,47.81452,47.63175,47.21985,47.18445,46.28916,46.47318
679,48.02073,47.79292,47.634,47.20558,47.15165,46.34857,46.4837
679.5,48.03693,47.8156,47.63238,47.22311,47.17451,46.44211,46.49336
680,48.03023,47.81353,47.62729,47.2679,47.2061,46.43455,46.48673
680.5,48.0129,47.79597,47.60719,47.27764,47.20796,46.42923,46.43484
681,48.00799,47.79406,47.63375,47.26093,47.17504,46.42178,46.43017
681.5,48.01715,47.79212,47.63528,47.26455,47.18445,46.32369,46.39649
682,48.02842,47.80825,47.62155,47.21281,47.17694,46.29324,46.39523
682.5,48.00575,47.79484,47.61346,47.2357,47.16672,46.26632,46.43482
683,48.01642,47.79717,47.60514,47.23451,47.16853,46.34437,46.4422
683.5,48.01196,47.80938,47.61388,47.24117,47.21549,46.37606,46.39974
684,48.01485,47.77825,47.60821,47.1888,47.21778,46.39086,46.42775
684.5,48.02774,47.79299,47.61948,47.178,47.19354,46.40601,46.45401
685,48.00436,47.79298,47.61229,47.19474,47.19384,46.32127,46.46845
685.5,48.00172,47.79751,47.61799,47.18995,47.1814,46.32921,46.45461
686,47.99758,47.78227,47.60135,47.12716,47.1295,46.32015,46.47938
686.5,48.00331,47.77457,47.60523,47.16441,47.06832,46.36368,46.47564
687,47.98975,47.77975,47.58634,47.15905,47.07199,46.3129,46.49993
687.5,47.98299,47.77207,47.58513,47.13642,47.14548,46.2891,46.52502
688,47.98234,47.76749,47.55971,47.20531,47.13655,46.27854,46.53717
688.5,47.98175,47.76944,47.59547,47.20298,47.11013,46.263,46.46765
689,47.98179,47.77597,47.59505,47.10006,47.12325,46.27103,46.42887
689.5,47.96696,47.74469,47.56446,47.12409,47.07571,46.24734,46.41839
690,47.93426,47.75041,47.54471,47.14673,47.12614,46.2285,46.44752
690.5,47.95809,47.73606,47.56462,47.14256,47.10947,46.27253,46.45262
691,47.95122,47.74122,47.53853,47.18325,47.1453,46.26412,46.41872
691.5,47.95362,47.72233,47.54279,47.18356,47.08817,46.29154,46.35832
692,47.94943,47.72485,47.55596,47.18282,47.09739,46.31814,46.3059
692.5,47.92833,47.7255,47.54087,47.0991,47.09009,46.25175,46.2606
693,47.93619,47.72989,47.52535,47.10408,47.09948,46.22337,46.32144
693.5,47.92793,47.69061,47.53075,47.08063,47.12142,46.24765,46.31234
694,47.93315,47.71412,47.54037,47.16794,47.07208,46.29584,46.33249
694.5,47.9286,47.72299,47.52771,47.14351,47.0912,46.26746,46.32149
695,47.90342,47.72813,47.51687,47.10911,47.00931,46.32063,46.34268
695.5,47.92887,47.69503,47.53678,47.11779,47.03907,46.23315,46.33631
696,47.90913,47.71834,47.50546,47.12188,47.03991,46.25833,46.37145
696.5,47.91628,47.69864,47.51145,47.13781,47.05376,46.22445,46.35425
697,47.89965,47.69219,47.51172,47.12715,47.07484,46.19362,46.31926
697.5,47.90648,47.68698,47.50373,47.07428,47.06759,46.15022,46.26751
698,47.90603,47.69046,47.49425,47.05142,47.07854,46.14403,46.26967
698.5,47.87483,47.66852,47.48434,47.02729,46.98007,46.15998,46.2548
699,47.87976,47.67275,47.49807,47.05272,46.98349,46.13398,46.2471
699.5,47.85693,47.65154,47.4794,47.09314,47.01001,46.21752,46.23378
700,47.87575,47.65509,47.47183,47.10277,47.00251,46.19866,46.20958
700.5,47.86848,47.64457,47.45136,47.11171,46.97786,46.15499,46.18261
701,47.84115,47.6552,47.4613,47.0339,46.95216,46.11051,46.11958
701.5,47.84643,47.64428,47.45964,47.01713,46.95994,46.05177,46.11253
702,47.82726,47.62348,47.44022,47.00833,46.92149,46.02165,46.07522
702.5,47.81411,47.61172,47.41943,46.97185,46.90239,46.0417,46.06746
703,47.79418,47.59318,47.37911,47.00659,46.92322,46.09152,46.12052
703.5,47.78427,47.57771,47.40139,47.01624,46.92825,46.10582,46.11558
704,47.7967,47.58042,47.38742,47.01912,46.94063,46.07069,46.11893
704.5,47.78608,47.59572,47.38166,46.98607,46.9363,46.08073,46.08655
705,47.75294,47.54892,47.37143,46.97356,46.9166,46.0696,46.08308
705.5,47.76184,47.5474,47.37316,46.95211,46.91508,46.06969,46.08386
706,47.74872,47.54654,47.37647,46.94609,46.89979,46.08035,46.09383
706.5,47.74075,47.54714,47.35391,46.93162,46.88671,46.09902,46.12895
707,47.75759,47.56121,47.34783,46.9598,46.92531,46.0206,46.13049
707.5,47.75001,47.53765,47.34372,46.9103,46.88414,46.05033,46.10877
708,47.72304,47.51647,47.34083,46.90085,46.83741,46.08052,46.14429
708.5,47.73279,47.50329,47.33599,46.94194,46.85185,46.10679,46.15781
709,47.70457,47.52461,47.33277,46.96889,46.81324,46.08972,46.13842
709.5,47.70732,47.50769,47.34617,46.93532,46.83805,45.96806,46.11017
710,47.72968,47.50435,47.33496,46.89962,46.83872,45.97267,46.14862
710.5,47.70426,47.48356,47.32459,46.9076,46.83952,45.98552,46.12346
711,47.69991,47.48685,47.30403,46.91686,46.82376,46.0226,46.11395
711.5,47.68873,47.47798,47.31252,46.82353,46.81846,46.03816,46.09706
712,47.68506,47.48589,47.30029,46.87246,46.8192,46.0725,46.06628
712.5,47.70329,47.46152,47.28633,46.85405,46.81956,46.02211,46.01495
713,47.6547,47.45668,47.27871,46.8858,46.82096,45.98596,46.02886
713.5,47.6817,47.4559,47.274,46.85171,46.82857,45.93261,46.01075
714,47.67488,47.46552,47.28316,46.87803,46.84539,45.91374,46.03801
714.5,47.66551,47.436,47.28142,46.86329,46.82764,45.98314,46.03393
715,47.65539,47.44648,47.25046,46.84823,46.80957,45.95069,46.01886
715.5,47.65888,47.44095,47.24747,46.87306,46.80243,45.93103,46.06039
716,47.64997,47.43134,47.2624,46.83635,46.80602,45.933,46.04475
716.5,47.65962,47.44447,47.25886,46.8164,46.77635,45.97562,46.06999
717,47.64062,47.4368,47.25721,46.85398,46.75254,45.93999,46.02763
717.5,47.64286,47.43835,47.25622,46.84322,46.77375,45.97071,45.98835
718,47.6274,47.40158,47.2287,46.86329,46.75096,45.95324,45.96926
718.5,47.60121,47.41314,47.231,46.83643,46.76673,45.90156,45.92245
719,47.59962,47.39904,47.21689,46.82733,46.74349,45.90613,45.9094
719.5,47.59355,47.40177,47.19554,46.79574,46.73367,45.93942,45.9311
720,47.59105,47.39139,47.20207,46.747,46.71852,45.96181,45.95373
720.5,47.60496,47.39304,47.21599,46.78265,46.71618,46.00814,46.00469
721,47.57313,47.37764,47.19503,46.8039,46.76686,45.96011,45.99884
721.5,47.55891,47.36759,47.19262,46.77099,46.7358,45.99671,46.00253
722,47.58718,47.37178,47.19079,46.81813,46.75375,45.96762,45.96927
722.5,47.57976,47.38658,47.20235,46.76869,46.74856,45.85279,45.94554
723,47.57442,47.353,47.20975,46.74237,46.68933,45.86887,45.979
723.5,47.57444,47.36158,47.18499,46.80469,46.66363,45.83063,45.97506
724,47.57527,47.36542,47.18396,46.76977,46.70122,45.84228,45.94337
724.5,47.55766,47.35174,47.18673,46.75809,46.71803,45.88507,46.00052
725,47.54441,47.36767,47.189,46.77221,46.70088,45.83151,45.99842
725.5,47.56563,47.34837,47.15649,46.75793,46.72737,45.8703,46.00291
726,47.55202,47.33915,47.15607,46.77375,46.75917,45.89494,45.98837
726.5,47.5555,47.34102,47.17762,46.8113,46.72653,45.87804,45.95247
727,47.55788,47.33993,47.17537,46.79314,46.7174,45.89486,45.94241
727.5,47.55132,47.33475,47.16788,46.79295,46.7244,45.87752,45.92947
728,47.53811,47.33775,47.15722,46.75563,46.69449,45.85362,45.91345
728.5,47.5561,47.3569,47.18077,46.72751,46.6856,45.93166,45.96692
729,47.55329,47.33742,47.19325,46.75928,46.69258,45.92219,45.9695
729.5,47.54561,47.32487,47.14573,46.7439,46.69481,45.89984,45.96477
730,47.54047,47.34335,47.17208,46.74851,46.71633,45.90862,45.93623
730.5,47.54465,47.3297,47.16839,46.76737,46.70993,45.93398,45.9456
731,47.57144,47.34145,47.14702,46.77353,46.71517,45.87941,45.93414
731.5,47.54433,47.34165,47.1734,46.74956,46.68958,45.8195,45.93566
732,47.5284,47.32433,47.11809,46.71883,46.69012,45.92065,45.97723
732.5,47.52417,47.33538,47.15438,46.7485,46.68041,45.84928,45.9856
733,47.50847,47.32663,47.14586,46.77155,46.69999,45.79492,45.96207
733.5,47.54036,47.31777,47.13306,46.72833,46.70032,45.75654,45.98095
734,47.51251,47.31746,47.14295,46.68559,46.69279,45.80626,45.99706
734.5,47.53544,47.30057,47.11517,46.65429,46.64828,45.84286,45.99889
735,47.52569,47.30796,47.13414,46.7077,46.64748,45.81586,45.96656
735.5,47.51404,47.31229,47.12804,46.69903,46.66198,45.72768,45.95001
736,47.50001,47.29385,47.09942,46.66548,46.65068,45.77502,45.95214
736.5,47.49589,47.26889,47.10525,46.71826,46.6453,45.78656,45.96229
737,47.50267,47.28609,47.09837,46.72835,46.66582,45.78785,45.94225
737.5,47.50267,47.29258,47.1118,46.72174,46.64137,45.78448,45.92568
738,47.48631,47.29473,47.11558,46.69326,46.63721,45.83758,45.90112
738.5,47.50936,47.27657,47.11757,46.66916,46.60964,45.77638,45.94493
739,47.49489,47.28109,47.1017,46.62453,46.61968,45.82676,45.93991
739.5,47.49142,47.27067,47.07623,46.67175,46.58327,45.77341,45.92457
740,47.47151,47.25816,47.07692,46.67032,46.5948,45.78727,45.8777
740.5,47.48515,47.25097,47.07552,46.68315,46.59443,45.73636,45.87594
741,47.46891,47.26483,47.08683,46.6218,46.59378,45.75287,45.83449
741.5,47.47268,47.24961,47.06351,46.68013,46.58563,45.74563,45.83328
742,47.47847,47.25749,47.07485,46.66425,46.59198,45.77332,45.78771
742.5,47.46886,47.22588,47.06408,46.6711,46.5555,45.68953,45.75562
743,47.44734,47.23909,47.06131,46.65556,46.58793,45.70087,45.73312
743.5,47.44372,47.23176,47.06371,46.63785,46.57114,45.74945,45.74622
